genotype,day,fly_id,chamber_id,fly_id_64,var,exp_name,date,flies_remaining,jumpdata
GD,7,14,14,14,1,1893mb,2024-03-05,30,000000100000000010000000000000100000010000000000000010000000100100010000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000100000000000001100000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000100000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000010000100000000000000000000000000000000000010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000001101000000000000110000000101010000000100
GD,7,15,15,15,1,1893mb,2024-03-05,30,010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100010000000000000000000000000000000000000000000001000000000000000001000010010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010010000000000000000100001000001010001000000100000000000000000000000000000000000000000000100000000000000010000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000001000000000010000010000000000000000000000000000000000000000000000100000000001000000000000000000000100000010000000010000000000000000100100000000000000000000000000000000000000100000100000000000000000010000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000001100000000000000000000000000000000000000001000000000010000000000000100000000000000001000000000000000000000000000001000010000000010000000000000000000000000000000000000000000000000000000000000000000000001000100010100000000010010001100000010010100000000
GD,7,16,16,16,1,1893mb,2024-03-05,30,100000000100000000000000000000000100000000000010000000000000000000000000000000000000010000000000000000100000000000000100000000000000000000000000000000000000000000000000000100010000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000100001000000000001001000000000000001000010000000100000000000000000000000000000000000100000000000000000100001000000000100000000000000000000000000000000000100000000000000000000000000010000000000100000000000000000000000000000000000000000100000000000001000000000000001000000000000000000000000000001000010000000100000000000000000000000010000000000000000000000000010000000000100110000000000001000000000000000000000000000000000011000010000000000000000000000000000000001000000000000000010000001000000000000001000000010000000001000010000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000011000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000110000010000000000000000000100000000010000000
GD,7,17,17,17,1,1893mb,2024-03-05,30,000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000100
GD,7,18,18,18,1,1893mb,2024-03-05,30,000110100000000000000000001000000011000000000000000000000000000000100001000000000000100000000001000000000000000010101000000000000000000000000000000000000100000010000100000001100000000000000011000000010011000010001001000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000011000000000000000010000101000000000000000010100000000100000100001000001000100000000000001100010000000000000000100001000000000011001000000001100000000000000000000000100001001100000101000000010010100000001010000000000000001000000000000010000000000100000001000001000100000000000000000100100010000000000000000010000000000000000000000000000100000000000000100000000000000000110100010001000000000100100000000000000000000000000000000000000000000000001100100000100000000000000000001011000000000010000000000011101000000000000000110000000001000000010100000000000100001000001010010000000000010010000000000010000000000000100001000010100010001001100000000000000000000000000010000000000000000000000000010010001100000000010000000000100100000110000101100101000
GD,7,19,19,19,1,1893mb,2024-03-05,30,010000000000000000000010100000000100001000010000000000000100000010000000000000000000000000000000000000000000000000010000000000000000000000010000001000011000000000000000101010000100000000001000100100001011011010000000000100000000000000000000000001000000000000000000000000000000000000000100100001000000000000001000000000000000001000000010000000000000001100000010000000000000100000000000000000010100000000100001000010000000000000000000000100000000010001010000100000000001000000000000000000000100000010000000001000000000000000000000000000100000000000000000100000100000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000001001000000000000000000000000000001000000000000000100010000001000000000001010000000000100000000000000000000010000000000000000000000010000000000000100000000001000100000000100001000000000000010000001000000100001000000000100000000000010000100000000000000000010000010000000000000000000000000010100100000000000001000000000000000000000001000000001000011001110110000001001100000000100000000000000000011
GD,7,20,20,20,1,1893mb,2024-03-05,30,100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000010000000010000000000000000000000000011000000100000000000000000000000000000000010000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000001000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000001000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000010000000000000000000001000000000000000000000000100000000100000001001
GD,7,21,21,21,1,1893mb,2024-03-05,30,000000100010000000000000100010000000000000000000001000000000000000000000010100000010000000000000100000000001000000000000000000000000000000000000001000000000000000000100000000000100000000000000010000000000001010010000100000000000000000000000000000001000001010000000000101010000000000000000000000000000000000000000000000000000000000100000000101001010000000000000000000000000000000000000000000101000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000100000000000000000000000001000000000000000000000000000000000000100010000000000100000000000000001000000000000000010000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000010000000000000110010000000001000000000000000000000000000000100000100000000000000010000000010000000000100001000001010000000100000000001000000000000000000011000000000000110000000000000000000000000000000000010010000000000000000000100000000000100101000001010000101110000000000100110110000010000010
GD,7,22,22,22,1,1893mb,2024-03-05,30,110100010000000000000001110000000100000000001010110000000000000000000001000101000000010010100010000000011101010000001010000000000100100001100111010010011000001000110101010000101010000100011000010001001001100111000000111100001010000110010000000100010100010001010010100101101000010001000011000000000000000000000000000000100000000110000001001110001000000000000000110000110010100000000000110000001001000010010100011010000101101000000100001000001101000011000101000100001000000000101000001000000001110000000000010100100001001001000000000001000010100000100000000100000000000100000000000000000000111100000000000110100000010000000100000100010000100010000000000001000000000010000000000001000000110010111001000001100000001000000000000000101010010000000001001101000000001001011001010100001001100001000100000000001111110011011010010001000000000100001001101000000000001000001000000000010001001000100110100100000000000001001100100110011001000111001000000000000000011001100010110000100010111010000011000000001010011011111111001000010100111110000110111001010010111100
GD,7,24,24,24,1,1893mb,2024-03-05,30,000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000100000000000000000000000000000000000110000000000000000000000000000000000000000001000000100000000000000000000000000000000000100000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000100000000100000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000010001000000001000000000000000000000000100000000100000000000000000011000000000000000001000000000000000000000000000000000000100000000000000000010000000000010100000000000000000000000000000000000010100000001000000000000000000000010000000000000000000000010000000001000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000010000000000100000000000000000000000110000000100000
GD,7,27,27,27,1,1893mb,2024-03-05,30,001000000100000000000000000000000100010000010100010100000010101000000000100000001110110010110000001000110001100001000000011011001000010001000000000101010000010000000100000110000000001100101000000000000000010101110001001000000010110001000100001010000101000100100001000001000000000100000000000000000110100000010010000000000000000000101111000001110010000010010000000000000100100000000000100001001000000000101000000111000000000000000011000000110100110000001000000000100000000001000000000100101010100000001000000100000110010010000001100000001000100000100001000100101010000000000000000010100001001000010000111100001100111000000001000010000100000100000101000000101001000000100101000000000000100110100000011010001110001001000100001000001010000010001001000000100011010000000000011000000000001000000110000011001100110000000001000010000000001000000101010000000000000000000001000101001110000010000000010000110000000000000001000001000000000100010001000100100000001110000001100000001000001000000001000000010000000110000110001110011010100000011000001000001000011011
GD,7,29,29,29,1,1893mb,2024-03-05,30,000000000000000010000000000000000000000000000000101100000001000100010000011000100000000000000000000000000000001001000000011000000000000000000000000000000000000000000000000000000001000010000000010010000011100100000000000100000000001000000000001000010000000001000000000000000001000000000000110010001001000000000000000000001101000000000000100100010000010000011000000010000010000000000001000000000110101000000010000001000000000000000000000000010000000000000000000000000000100000100000000001000000010001100010011000010000000101101000000000100100001000000100000110100000000000001000000010000000110000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000100001000100010000000100000010100000000000000000000000100000000000000000000000000001000000010000000000000101000010000001000000000000000000000000000000000100111110010000011000000000000000100100000000000000011000000101000101110000000001100000000100000000000010010000000000000000000001010000000001000110010000000000110000000001000000100001110
GD,7,30,30,30,1,1893mb,2024-03-05,30,011011101101011101000101010110011000001000111001011100000001111000101101110111000000000000100101001000000000010000100000110111001001000000000000000000000001100010010001000001000100000000100011010100100011010010000111011110001001101011100001000110100000001000010100100000010111100100000100100110001010110111101000100000010100000000100010000010110011100010110000001000101000100110000001100100111110100011101010010001100000001100000000000000000001110000100100001000100000111011100110101010000000011000000101001011011000000011000101010011000000100001000011010110000101010110000010110000000011001000000111101001101100000100001000010011010010000011101101100010010110100001000001000101100000011100001000100100000001000000011001001000100110011110100000000100001001010010011110001000001001000000100000000000011011010010101000000100010100000000010101001100000100000101100010101000001011011001010000010111000010000000000110001010100110111000000011100010011101000000010011110001001010100100100100010111000000000110000101111011111010110111001100101011010110001110
GD,7,31,31,31,1,1893mb,2024-03-05,30,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
GD,7,32,32,32,1,1893mb,2024-03-05,30,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000
GD,7,33,1,33,1,1899mb,2024-03-05,31,100110000100000100000100000000001000000001010111010000000000010110100000101110000000110000110001101101000000000000000011101000111000000011000010000000110000110000000000001000000000001100000000000001101010000111001101100100000000000100001000000000011000000000000101001100010100000011000010101001110000001001000100000000100010000000000000000001000000110000000000010000001000100000000010010000000000000101000000001010000011001001000000100100100100000000000000000000001001001010001000000000010000111000000000000000000000010000000000000010100001000000000000100101010100100000000000000001110000000000100110000110100000000001000000000000000000000001010100100100000000101000010010000000111000000000000000001000000000000000000000000001101010000000100000100100010000000000000100010010000010100010000000001010001100010010110000101000101101011000000000000100100000000000000001000010000000100001000000000000001000000000000000101000010000000100010000000000010101000000000000000011000000000000000000111010010000110011100100010011011110110010011000101101011111000001
GD,7,34,2,34,1,1899mb,2024-03-05,31,000000010010000010010001110011100010000000101000100010000000010001000000000100000000000100000000000100100001000001000100000010100100001000000000001000100001000001000000000001000000000000110000000000000110001010000000001001100000000000100101010000001000100000010000100100101011100000000000000111000000000110000000000000100000000010010010001000000000000000000000000000010001000000100000010110000000101010000100000000000000010000010000000100000000000000000001001000001000010001000000000111000000000000100100010000000000000001000010000000011000000000000010100000100000000100000000000000000000000010010000110000010010001000000000000000000100100010000000000100001001000000000000010001000000100001001101000000000000100100000000000001000000000100101010000011000000000000001001000000010000000100000000001000001001000000010000001000100100100001000100000000100000100000000000001000010000000000000000000010000000000010000000010000000000000010000001010001100000000000000000000000000000000000000010000000000000001000011101000000001001111011110100001001101000100111
GD,7,35,3,35,1,1899mb,2024-03-05,31,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000010000111010100001000001001000001001001010101000101100110000000101010000000000101011001010000011000100000100000000000000000101001001000010100000000100011100010010000001000100000100010010000000010010010001001111110101101000001100101111001110100001101100110101011000000010101001001010000010010000110100001010010010000010001010000010010000000010000000110111000110010001111000010000001001011101010010010001110111110101110001000101000010001010100100100110111001000101010000001000000100100010101000010100010001100000000000001000100101001111110000101101100000001001010000110100100000100010000000001001011001000011110010001001010001000001000000100100101010101010101101000111010111000100101010110010110111000010010010101000100000000110000001001001110000000110110100010101000001000010001001010100000100111001111000001101111000100110011110110111111101110111011010011
GD,7,37,5,37,1,1899mb,2024-03-05,31,100000000000000000000000000000100000000000000100000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000100000010000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000010000000000001000000000000000000000000000000100010000000000000000000000000000000000001000000000000000000000100000000000000000000100000000000000000000001001000100000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000001000000000010000000001000101100000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000010001010000000000000000000000100000000000000000000000000000000000000000000010000010000000000000000000000000000000010000000000100000000000000000000000001000000000010000000010000000000000000000100000000000000001110000011000001000000000001010
GD,7,38,6,38,1,1899mb,2024-03-05,31,101000000000000000001000000000000000000000100000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000011100000000100000000000000000000000100001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000100100000010000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000100000000100000000000000000000000000000001100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000011010001001001010110100001000100001000000010000
GD,7,39,7,39,1,1899mb,2024-03-05,31,100010010010000000000000000010000000010000000000000000000000000000000000000000000000001000000000000000000000000000001000000100000000100000000000000000000000000000000010000100000001000000010000000000001111000000000000000000000000000000000000000000000011001000010000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000100000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000010000000000000010000000000000001000010000000100000000010010000000000000000000000000000000000000100000000000000000000000000000100000100000100000000000100000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000010000000010000000000000000000000000000000100000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110101010000010100010001001110011000101010000010
GD,7,40,8,40,1,1899mb,2024-03-05,31,000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000001000100000000010000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000001000000000000000001000001000000100000000000000000000001000000000000000000000000000000000010010000000000000000000010000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000
GD,7,41,9,41,1,1899mb,2024-03-05,31,011111110011101011000000001000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010010010000001100000100000011100010001010010000000101100000000000001011011000010010100000000100000000000011000000000000101001000101010000100000000010000111000000001000101000000000000000101100000000000110001111001001100001000001001001101011001101000100000010000000000010000000000000001010111111000010000000110110000000000001010000000000000000010000000000100001010010010100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001001010101000100000000000000011001100000111000001000100000100000010000000000000000100001000100000000100000000000000000000000000000000000000000000011000000000010000001000010010000000000000000000000001111001000000000000001101100000000001011010011010000001101100000000000000000000000000000000010000000000000000000000000001000000000000000000000000000001000000000010010000000000101001000001000000100000000100100011001001001110001000110010000100111100001
GD,7,42,10,42,1,1899mb,2024-03-05,31,000000000010000000100000100000000000000010100010000000000000000000000000100001000000000000000001000000000000000000000000000000000000000000000000000100000000010010000101000000000000001000000000000010000000101100000010000110000000000010000000000010000000000000000000000000000010000000000000100000001000000000000000010000000000000000000000000000000001000000000001000000000000000000000000000000000000000011100000000000000000000000000000000010000001000100000000000000000000000000000000100000000100010000010000000000000001010000000000000000000000000000000000010000010010000000000100000110000000000000000000100000000001001000000001000000000000000000000010000000000001100000000000000000000000001000010100000000000000000000000000000000000000100001000000000010000001000010001000000000110000001000000000000000000001000100000100000000100001000000000000100100100010000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001001000000100010010111011101111010001001110100101011000011101011001
GD,7,43,11,43,1,1899mb,2024-03-05,31,100000100000100010000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000010000010000000000000000000000000000000000000001000000000001000000000000000000000000010001000000000000000000010000001000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000100100000010000000000000000000000000000000000100000100000000000010100010000001000100000000001000000000000000010000000000000000100010001000000000000000000000000000000000000000000000000000000000000000000000000101000000100001100000000000000000000000000000000001000000000100001000000000000000000000000000000100000000000000000000000000000000000001000000000000001000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000001000000001000000010000001011110000011010010101000000001000100000011111000111
GD,7,44,12,44,1,1899mb,2024-03-05,31,100100010001000000000001010000001000000110000000100100000000000000001000000000001000100000000000000001000001110000000000000000000000000100010000000000000000010100000000010000001000000000000000000000001100010100001100000000000000000001000000010000000001010000000000000000000000000001000100000000000000010000000000000000000000001000010000000100000000000001001000000000000000000000000000000000000000000011100000000000000000100000000000000000000000000010000000000100000000000000000000000000000000000000000100100000000000000000000000001000010000000000100000100010000000000000000010000000000000000000000010100011000000000000000000000000000100000001000000000000000010000000000000000000001000001000000000000000000000100000000000010000000000000000000100000000000000000000000000000000010000000000010010000000000000000000000000000000000000000000000000000000000000000000000100000010011011000000000100000000000000000000010000100000100000100000000000000000000000000000000001000000000000010000000000000100000000000000000111000000001100101110000000001000010010011001
